2020-03-12 11:09:41,1238059584771616768,the way i bought the army content but the website just wont load for me glad i have twitter 😌,"the way i bought the army content but the website just wont load for me glad i have twitter 😌
",pleasant
2020-03-12 11:09:34,1238059556107726848,Cz all of me loved all of you 🥺😌,"c all of me loved all of you 🥺😌
",pleasant
2020-03-12 11:09:24,1238059513971965952,I’m so understanding 😌,"i’m so understanding 😌
",pleasant
2020-03-12 11:09:21,1238059499182833664,I went to this zumba class yesterday and we also did a dance to Tusa 😌💗,"i went to this dumba class yesterday and we also did a dance to tuna 😌💗
",pleasant
2020-03-12 11:09:03,1238059423203033088,Prep'n my salad for tonoyt😌,"prep'n my salad for tony😌
",pleasant
2020-03-12 11:08:54,1238059385194049536,get well very soon 😌,"get well very soon 😌
",pleasant
2020-03-12 11:08:44,1238059345469792256,nine 15x20 bristols for a major plate isn't a joke 😓😌,"nine 15x20 bristols for a major plate is not a joke 😓😌
",pleasant
2020-03-12 11:08:41,1238059332425723904,I can’t wait to get out tonight😌,"i can’t wait to get out tonight😌
",pleasant
2020-03-12 11:08:39,1238059323479207937,I already smile a lot but now I’m not about to have no gap 😌,"i already smile a lot but now i’m not about to have no gap 😌
",pleasant
2020-03-12 11:08:36,1238059313215635457,"Me right now:

Iam not ok, but its ok😌❤️","me right now:

am not ok, but its ok😌❤️
",pleasant
2020-03-12 11:08:35,1238059307087749120,so i’m not annoying pala 😌,"so i’m not annoying pala 😌
",pleasant
2020-03-12 11:08:26,1238059269594980352,Bubble bath + music +wine 😍😌,"bubble bath + music +wine 😍😌
",pleasant
2020-03-12 11:08:23,1238059256655437825,"MCND and Loona pala yun...and Loona ung nakakuha ng Win....

Congrats paren MCND 😌✊ 
Not bad for a 14 day old Rookie","mind and doona pala run..and doona ung nakakuha ng win..

congrats paren mind 😌✊ 
not bad for a 14 day old rookie
",pleasant
2020-03-12 11:08:21,1238059250372378624,"Who’s up and craving a wallet fucking? 😌 

♡ findom findomaus finsub paypig walletdrain rtsub findomme #finD ♡","who’s up and craving a wallet fucking? 😌 

♡ findon findomaus minisub paying walletdrain sub findomme #find ♡
",pleasant
2020-03-12 11:08:05,1238059182676307968,idmob 😌,"mob 😌
",pleasant
2020-03-12 11:08:01,1238059166091980800,Seeeeeeend moneeeeeey pls😌,"seen money pus😌
",pleasant
2020-03-12 11:07:56,1238059144474583042,percaya hati // projector band. this song fr u feefs 😌✨,"percha hat // projector band. this song fr u feels 😌✨
",pleasant
2020-03-12 11:07:54,1238059134601191424,"If I die right now would you live in peace ? If you lied right now , I would still believe 😌","if i die right now would you live in peace ? if you lied right now , i would still believe 😌
",pleasant
2020-03-12 11:07:48,1238059108906995712,"Shake It - Leo XCX feat. Big Simon, HarcakKe, Eoghan Candy and Enda Vittar 😌","shake it - leo xc feat. big simon, hartake, logman candy and end vitta 😌
",pleasant
2020-03-12 11:07:44,1238059091722977281,"I’ve never wanted peace in my life as much as I do now, like I’m over drama and things that complicate my life. Just peace and good vibes 😌","i’ve never wanted peace in my life as much as i do now, like i’m over drama and things that complicate my life. just peace and good vibes 😌
",pleasant
2020-03-12 11:07:34,1238059051436535808,Okayyy postponed! Confirm! 😌 Send me back my weekend,"okay postponed! confirm! 😌 send me back my weekend
",pleasant
2020-03-12 11:07:33,1238059047670013952,I don't know whom to trust😌,"i do not know whom to trust😌
",pleasant
2020-03-12 11:07:30,1238059033778667521,"My bed, breakfast and TVD. Feeling so relaxed . 😌","my bed, breakfast and ted. feeling so relaxed . 😌
",pleasant
2020-03-12 11:07:23,1238059003919253504,"australia our here vibing in 2020

january: mass bushfires
february: mass flooding
march: coronavirus 

what could be next 😌✌️","australia our here vicing in 2020

january: mass bushfires
february: mass flooding
march: coronavirus 

what could be next 😌✌️
",pleasant
2020-03-12 11:07:20,1238058994469613568,Good morning 😌,"good morning 😌
",pleasant
2020-03-12 11:07:03,1238058919441903616,I'm happy for everyone who got the chance to experience a little taste of how louis tour feels like 😌❤,"I am happy for everyone who got the chance to experience a little taste of how louis tour feels like 😌❤
",pleasant
2020-03-12 11:07:02,1238058916715659270,Work till 5😌,"work till 5😌
",pleasant
2020-03-12 11:06:54,1238058884415328257,So starting a foundation is now a trend....I hope Allah swt keep the intentions pure sha 😌,"so starting a foundation is now a trend..i hope allah sat keep the intentions pure sha 😌
",pleasant
2020-03-12 11:06:51,1238058870058205184,"People should send me money, just because. I deserve it!😌","people should send me money, just because. i deserve it!😌
",pleasant
2020-03-12 11:06:46,1238058851427106822,a lot people were tweeting that they would win yesterday and i was scared it would get jinxed but here we are 😌 #LOONA1stWin,"a lot people were tweeting that they would win yesterday and i was scared it would get jinxed but here we are 😌 #doona1stain
",pleasant
2020-03-12 11:06:42,1238058834356133888,God. That was so therapeutic 😌.,"god. that was so therapeutic 😌.
",pleasant
2020-03-12 11:06:34,1238058799195439104,ok goodnight for real this time 😌,"ok goodnight for real this time 😌
",pleasant
2020-03-12 11:06:20,1238058741477584897,Cash for gold... I’m going to the pawn shop this weekend 😌,"cash for gold.. i’m going to the pawn shop this weekend 😌
",pleasant
2020-03-12 11:06:19,1238058735374827520,Nice to meet you 😌,"nice to meet you 😌
",pleasant
2020-03-12 11:06:18,1238058731146969088,Coffee in the mornings 😌,"coffee in the mornings 😌
",pleasant
2020-03-12 11:06:05,1238058677921333249,"I hate people who use deep English just to make us feel flambatity of diabolic obnoxia scambwabwas ,😌😦","i hate people who use deep english just to make us feel flambatity of diabolic anoxia scambwabwas ,😌😦
",pleasant
2020-03-12 11:05:43,1238058585768316928,anytime is time for breakfast😌,"anytime is time for breakfast😌
",pleasant
2020-03-12 11:05:33,1238058542436769793,Need coffe 😌,"need coffee 😌
",pleasant
2020-03-12 11:05:33,1238058542172602371,real depression hours time to rewatch all of bojack 😌😔,"real depression hours time to relatch all of back 😌😔
",pleasant
2020-03-12 11:05:26,1238058514976616448,Dont need no butterflies when u gave me the whole damn zoo 😌,"dont need no butterflies when u gave me the whole damn zoo 😌
",pleasant
2020-03-12 11:05:13,1238058458148220928,"The walks to the gym are acc so lush, walking past the beach in the mornings watching the waves is so therapeutic😌","the walks to the gym are acc so lush, walking past the beach in the mornings watching the waves is so therapeutic😌
",pleasant
2020-03-12 11:05:06,1238058429312270336,yooo feels good to finally figure out where some pics are from 😌,"you feels good to finally figure out where some pics are from 😌
",pleasant
2020-03-12 11:05:04,1238058420273590272,i love how annoying my existence is to my own friends 😌,"i love how annoying my existence is to my own friends 😌
",pleasant
2020-03-12 11:04:56,1238058390330339328,I like the way you numb all the pain😌,"i like the way you numb all the pain😌
",pleasant
2020-03-12 11:04:56,1238058388640034816,I had to cancel my plan due to covid-19 issues. It’s okay. Maybe ada hikmah😌,"i had to cancel my plan due to covid-19 issues. it’s okay. maybe ada mikvah😌
",pleasant
2020-03-12 11:04:55,1238058382516420609,i’d like to personally thank COVID-19 for scaring people into cleaning themselves. it really means a lot to not have to smell bo and straight grease all day 😌✊,"i’d like to personally thank covid-19 for scaring people into cleaning themselves. it really means a lot to not have to smell bo and straight grease all day 😌✊
",pleasant
2020-03-12 11:04:52,1238058371078553607,I’m off the next 4 days after today 😌😌,"i’m off the next 4 days after today 😌😌
",pleasant
2020-03-12 11:04:45,1238058341240320000,im pradda myself &amp; das allat matter 😌,"im padda myself &amp; das allay matter 😌
",pleasant
2020-03-12 11:04:33,1238058292682854401,Kano is actually a beautiful place😌,"kann is actually a beautiful place😌
",pleasant
2020-03-12 11:04:27,1238058267483480065,tall girl nation rise up😌,"tall girl nation rise up😌
",pleasant
2020-03-12 11:04:21,1238058240300089344,Once I’m ignored. I’m done 😌,"once i’m ignored. i’m done 😌
",pleasant
2020-03-12 11:04:20,1238058235740844033,is it that violating to air out ur concerns now none of us even blamed ncov for this 😌,"is it that violating to air out ur concerns now none of us even blamed nov for this 😌
",pleasant
2020-03-12 11:04:19,1238058233945665536,Birthday celeb with corona virus 😌🤧,"birthday celeb with corona virus 😌🤧
",pleasant
2020-03-12 11:04:03,1238058166174142465,That post workout feeling where you’re all exhausted but happy 😌,"that post workout feeling where you’re all exhausted but happy 😌
",pleasant
2020-03-12 11:03:49,1238058107823173632,People will forever put you in a bad mood . Don’t let that ruin your day though 🤗😌,"people will forever put you in a bad mood . don’t let that ruin your day though 🤗😌
",pleasant
2020-03-12 11:03:47,1238058098679582720,might get a few tattoos Friday. 😌,"might get a few tattoos friday. 😌
",pleasant
2020-03-12 11:03:41,1238058073912217600,MY ABS LINE IS POPPIN’ YLL . 😌,"my abs line is poppin’ all . 😌
",pleasant
2020-03-12 11:03:34,1238058044744966144,I love being single 😌😌,"i love being single 😌😌
",pleasant
